Year,Grower,Filed  name,Ph,K,P,Mg,Soil texture,K fert,P fert,Mg fert,Rolling after drilling,Irrigatio ,Pre-emergence Herbicide,Post-emergence Herbicide,Insecticides,Fungicides,Cultiavtions,Drilling date,Harvest date,Variety,Yield,Temp.,Rainfall,Lat,Long
2019,Home Farm Nacton,110 Water Works,,,,,,,,,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,28/02/2019,,AL,7.1,,,52.01586,1.23347
2019,Home Farm Nacton,281P  Folly,,,,,,,,,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,28/02/2019,21/06/2019,BN,6.4,14.2,169.6,52.01586,1.23347
2019,Home Farm Nacton,B13 Long Park North,,,,,,,80,56,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,28/02/2019,,BN,5.6,,,52.01586,1.23347
2019,Home Farm Nacton,007 Bunafords,,,,,,,10,7,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,01/03/2019,17/06/2019,BN,5.4,14,156.2,52.01586,1.23347
2019,Home Farm Nacton,G09 Long Reach,,,,,,,,,,,Centium,,,,,01/03/2019,22/06/2019,BN,7.6,14.2,168,52.01586,1.23347
2019,Home Farm Nacton,022 Swaley Walk,,,,,,,,,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,02/03/2019,21/06/2019,BN,7.6,14.2,167.8,52.01586,1.23347
2019,Home Farm Nacton,T19 Long,,,,,,,,,,,,,,,,02/03/2019,21/06/2019,BN,7.2,14.2,167.8,52.01586,1.23347
2019,Home Farm Nacton,Chapel,,,,,,,80,56,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,04/03/2019,,TM,4.7,,,52.01586,1.23347
2019,Home Farm Nacton,Oaklands,,,,,,,80,56,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,04/03/2019,,TM,4.7,,,52.01586,1.23347
2020,Home Farm Nacton,G01 SwallowsNest,,,,,,,,,,,,,,,,12/02/2020,17/06/2020,AL,5.7,14.1,125.8,52.01586,1.23347
2020,Home Farm Nacton,G02 Broomhill,,,,,,,,,,,,,,,,12/02/2020,17/06/2020,AL,5.7,14.1,125.8,52.01586,1.23347
2020,Home Farm Nacton,019 Ransomes,,,,,,,,,,Y,Centium," Basagran, Tropotox", Aphox, Amistar,,11/03/2020,10/06/2020,AL,2.7,15,41.8,52.01586,1.23347
2020,Home Farm Nacton,025 80 Acres,,,,,,8,6,13,,,Centium," Basagran, Tropotox", Aphox, Amistar,,11/03/2020,10/06/2020,AL,2.7,15,41.8,52.01586,1.23347
2020,Home Farm Nacton,281 7ac Field,,,,,,,,,,,Centium," Basagran, Tropotox", Aphox, Amistar,,12/03/2020,17/06/2020,AL,3.9,15.5,45.4,52.01586,1.23347
2020,Home Farm Nacton,S20 Johnny's Walk,,,,,,,,,,,,,,,,12/03/2020,17/06/2020,AL,3.9,15.5,45.4,52.01586,1.23347
2020,Home Farm Nacton,004 Middle.,,,,,,,,,,Y,Centium," Basagran, Tropotox", Aphox, Amistar,,13/03/2020,17/06/2020,AL,5.6,15.5,45.4,52.01586,1.23347
2020,Home Farm Nacton,005 Fisons,,,,,,,,,,Y,Centium," Basagran, Tropotox", Aphox, Amistar,,13/03/2020,17/06/2020,AL,5.6,15.5,45.4,52.01586,1.23347
2020,Home Farm Nacton,006 Donkey,,,,,,,,,,Y,Centium," Basagran, Tropotox", Aphox, Amistar,,13/03/2020,17/06/2020,AL,5.6,15.5,45.4,52.01586,1.23347
2020,Home Farm Nacton,068 Heath,,,,,,,,,,,Centium," Basagran, Tropotox", Aphox, Amistar,,14/03/2020,17/06/2020,BN,2.7,15.6,45.4,52.01586,1.23347
2020,Home Farm Nacton,B15 Top/Bottom House,,,,,,,,,,Y,,, Aphox, Amistar,,14/03/2020,15/06/2020,BN,3.6,15.4,45.4,52.01586,1.23347
2020,Home Farm Nacton,131 Russels,,,,,,,,,,Y,Centium,, Aphox, Amistar,,15/03/2020,18/06/2020,BN,5.5,15.7,60,52.01586,1.23347
2020,Home Farm Nacton,138 Rectory,,,,,,,,,,,Centium,, Aphox, Amistar,,15/03/2020,18/06/2020,BN,3.2,15.7,60,52.01586,1.23347
2020,Home Farm Nacton,B03 Hungry Hill,,,,,,,,,,Y,Centium," Basagran, Tropotox", Aphox, Amistar,,15/03/2020,15/06/2020,BN,2.1,15.5,44,52.01586,1.23347
2020,Home Farm Nacton,B12 Covey,,,,,,,,,,Y,Centium,, Aphox, Amistar,,15/03/2020,16/06/2020,BN,3.8,15.6,44,52.01586,1.23347
2020,Home Farm Nacton,B14 Waller,,,,,,,,,,Y,Centium," Basagran, Tropotox", Aphox, Amistar,,15/03/2020,16/06/2020,BN,4.9,15.6,44,52.01586,1.23347
2020,Home Farm Nacton,305P Abbotts,,,,,,,,,,,Centium," Basagran, Tropotox", Aphox, Amistar,,16/03/2020,16/06/2020,BN,4.4,15.6,41.4,52.01586,1.23347
2020,Home Farm Nacton,307P 14acs,,,,,,,,,,,Centium, Basagran, Aphox, Amistar,,16/03/2020,16/06/2020,BN,4.4,15.6,41.4,52.01586,1.23347
2011,Home Farm Nacton,033 Barn,,,,,,48,22,4,,Y,, Basagran,,,Non-intensive tillage,,,,,,,52.01586,1.23347
2011,Home Farm Nacton,069 Scots Barn,,,,,,48,22,4,,Y,, Basagran,,,Non-intensive tillage,,,,,,,52.01586,1.23347
2011,Home Farm Nacton,101 27 Acres,,,,,,48,22,4,,N,, Basagran,,,Non-intensive tillage,,,,,,,52.01586,1.23347
2011,Home Farm Nacton,120 Dutch Barns,,,,,,48,22,4,,N,, Basagran,,,Non-intensive tillage,,,,,,,52.01586,1.23347
2020,Watson Farms,Stackyard,,,,,,,, ,,, Nirvana,,"Hallmark Zeon, Aphox ", Amistar,Intensive tillage,04/04/2020,27/06/2020,GE,6.1,,,52.37894,1.64132
2020,Watson Farms,Walnut,,,,,,,,,,, Nirvana,,"Hallmark Zeon, Aphox ", Amistar,Intensive tillage,25/05/2020,09/08/2020,DN,6.8,,,52.37894,1.64132
2020,Watson Farms,Square Wood,,,,,,,,,,, Nirvana,,"Hallmark Zeon, Aphox ", Amistar,Intensive tillage,,,,,,,52.37894,1.64132
